task_id,harness,benchmark,n_segments,arm_sequence,dominant_mode,dominant_rate,arm_entropy,rate_SE,rate_PD,rate_IC,rate_UN,rate_RR,rate_reason
hle_1073,opencode,HLE,20,reason|reason|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN,UN,0.9,0.3251,0.0,0.0,0.0,0.9,0.0,0.1
hle_1074,opencode,HLE,2,UN|UN,UN,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hle_1077,opencode,HLE,2,RR|RR,RR,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hle_1079,opencode,HLE,6,reason|reason|UN|reason|IC|UN,reason,0.5,1.0114,0.0,0.0,0.1667,0.3333,0.0,0.5
hle_108,opencode,HLE,1,RR,RR,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hle_1080,opencode,HLE,2,RR|RR,RR,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hle_1081,opencode,HLE,6,reason|reason|reason|UN|IC|UN,reason,0.5,1.0114,0.0,0.0,0.1667,0.3333,0.0,0.5
hle_1083,opencode,HLE,11,UN|UN|reason|UN|UN|UN|UN|UN|reason|reason|UN,UN,0.7273,0.586,0.0,0.0,0.0,0.7273,0.0,0.2727
hle_1084,opencode,HLE,4,reason|reason|RR|RR,reason,0.5,0.6931,0.0,0.0,0.0,0.0,0.5,0.5
hle_1088,opencode,HLE,4,UN|RR|RR|RR,RR,0.75,0.5623,0.0,0.0,0.0,0.25,0.75,0.0
hle_1089,opencode,HLE,4,UN|reason|reason|UN,UN,0.5,0.6931,0.0,0.0,0.0,0.5,0.0,0.5
hle_109,opencode,HLE,2,UN|UN,UN,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hle_1098,opencode,HLE,1,RR,RR,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hle_11,opencode,HLE,2,IC|IC,IC,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hle_1108,opencode,HLE,1,PD,PD,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hle_1109,opencode,HLE,1,IC,IC,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hle_111,opencode,HLE,2,IC|IC,IC,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hle_1116,opencode,HLE,2,PD|PD,PD,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hle_1119,opencode,HLE,4,reason|reason|RR|RR,reason,0.5,0.6931,0.0,0.0,0.0,0.0,0.5,0.5
hle_112,opencode,HLE,2,PD|PD,PD,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hle_1120,opencode,HLE,1,UN,UN,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hle_1126,opencode,HLE,2,PD|PD,PD,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hle_1127,opencode,HLE,2,PD|PD,PD,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hle_1128,opencode,HLE,2,PD|PD,PD,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hle_1129,opencode,HLE,2,UN|UN,UN,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hle_1130,opencode,HLE,2,RR|RR,RR,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hle_1133,opencode,HLE,46,reason|reason|UN|reason|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN,UN,0.9348,0.2411,0.0,0.0,0.0,0.9348,0.0,0.0652
hle_1135,opencode,HLE,2,UN|UN,UN,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hle_1137,opencode,HLE,2,RR|RR,RR,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hle_1138,opencode,HLE,2,PD|PD,PD,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hle_1139,opencode,HLE,2,PD|PD,PD,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hle_114,opencode,HLE,2,PD|PD,PD,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hle_115,opencode,HLE,2,UN|UN,UN,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hle_1150,opencode,HLE,50,UN|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|UN,reason,0.96,0.1679,0.0,0.0,0.0,0.04,0.0,0.96
hle_1153,opencode,HLE,2,RR|RR,RR,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hle_1159,opencode,HLE,3,reason|RR|RR,RR,0.6667,0.6365,0.0,0.0,0.0,0.0,0.6667,0.3333
hle_1166,opencode,HLE,2,RR|RR,RR,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hle_117,opencode,HLE,3,PD|RR|UN,PD,0.3333,1.0986,0.0,0.3333,0.0,0.3333,0.3333,0.0
hle_1174,opencode,HLE,2,UN|UN,UN,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hle_1177,opencode,HLE,2,RR|RR,RR,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hle_1179,opencode,HLE,2,PD|PD,PD,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hle_118,opencode,HLE,2,IC|IC,IC,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hle_1182,opencode,HLE,116,reason|reason|reason|reason|reason|UN|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|UN,reason,0.9828,0.0871,0.0,0.0,0.0,0.0172,0.0,0.9828
hle_1188,opencode,HLE,2,RR|RR,RR,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hle_119,opencode,HLE,1,PD,PD,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hle_1192,opencode,HLE,2,RR|RR,RR,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hle_1196,opencode,HLE,2,PD|PD,PD,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hle_1198,opencode,HLE,1,IC,IC,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hle_120,opencode,HLE,6,reason|reason|reason|RR|UN|RR,reason,0.5,1.0114,0.0,0.0,0.0,0.1667,0.3333,0.5
hle_1207,opencode,HLE,2,PD|PD,PD,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hle_1215,opencode,HLE,2,PD|PD,PD,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hle_1219,opencode,HLE,2,IC|IC,IC,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hle_1220,opencode,HLE,2,UN|UN,UN,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hle_123,opencode,HLE,10,reason|reason|reason|reason|reason|reason|reason|reason|reason|reason,reason,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hle_1231,opencode,HLE,1,RR,RR,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hle_1234,opencode,HLE,4,UN|RR|RR|RR,RR,0.75,0.5623,0.0,0.0,0.0,0.25,0.75,0.0
hle_1235,opencode,HLE,46,reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason,reason,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hle_1236,opencode,HLE,47,PD|reason|UN|UN|UN|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|UN,reason,0.8936,0.3921,0.0,0.0213,0.0,0.0851,0.0,0.8936
hle_1240,opencode,HLE,2,PD|PD,PD,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hle_1241,opencode,HLE,2,RR|RR,RR,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hle_1246,opencode,HLE,1,UN,UN,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hle_1249,opencode,HLE,2,IC|IC,IC,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hle_126,opencode,HLE,7,UN|reason|UN|RR|UN|UN|UN,UN,0.7143,0.7963,0.0,0.0,0.0,0.7143,0.1429,0.1429
hle_1260,opencode,HLE,1,UN,UN,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hle_1263,opencode,HLE,2,RR|RR,RR,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hle_1269,opencode,HLE,93,IC|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|IC,reason,0.9785,0.1038,0.0,0.0,0.0215,0.0,0.0,0.9785
hle_1272,opencode,HLE,2,IC|IC,IC,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hle_1276,opencode,HLE,2,UN|UN,UN,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hle_1285,opencode,HLE,2,UN|UN,UN,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hle_1290,opencode,HLE,2,IC|IC,IC,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hle_1292,opencode,HLE,88,reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason,reason,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hle_1298,opencode,HLE,2,UN|UN,UN,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hle_13,opencode,HLE,2,RR|RR,RR,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hle_1301,opencode,HLE,1,RR,RR,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hle_1308,opencode,HLE,3,RR|reason|RR,RR,0.6667,0.6365,0.0,0.0,0.0,0.0,0.6667,0.3333
hle_1309,opencode,HLE,4,reason|reason|IC|IC,reason,0.5,0.6931,0.0,0.0,0.5,0.0,0.0,0.5
hle_131,opencode,HLE,2,UN|UN,UN,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hle_1312,opencode,HLE,2,RR|RR,RR,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hle_1315,opencode,HLE,2,IC|IC,IC,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hle_1316,opencode,HLE,2,RR|RR,RR,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hle_1317,opencode,HLE,2,RR|RR,RR,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hle_1325,opencode,HLE,1,UN,UN,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hle_1330,opencode,HLE,1,RR,RR,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hle_1332,opencode,HLE,2,RR|RR,RR,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hle_1333,opencode,HLE,3,UN|reason|UN,UN,0.6667,0.6365,0.0,0.0,0.0,0.6667,0.0,0.3333
hle_1334,opencode,HLE,2,IC|IC,IC,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hle_1339,opencode,HLE,4,UN|reason|reason|UN,UN,0.5,0.6931,0.0,0.0,0.0,0.5,0.0,0.5
hle_1340,opencode,HLE,2,UN|UN,UN,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hle_1341,opencode,HLE,2,IC|IC,IC,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hle_1342,opencode,HLE,2,RR|RR,RR,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hle_1344,opencode,HLE,2,RR|RR,RR,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hle_1347,opencode,HLE,2,IC|IC,IC,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hle_136,opencode,HLE,1,RR,RR,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hle_1365,opencode,HLE,2,RR|RR,RR,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hle_1370,opencode,HLE,7,UN|reason|reason|reason|reason|reason|UN,reason,0.7143,0.5983,0.0,0.0,0.0,0.2857,0.0,0.7143
hle_1376,opencode,HLE,2,RR|RR,RR,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hle_1379,opencode,HLE,59,reason|reason|reason|UN|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|IC|IC,reason,0.9492,0.2334,0.0,0.0,0.0339,0.0169,0.0,0.9492
hle_138,opencode,HLE,3,IC|RR|RR,RR,0.6667,0.6365,0.0,0.0,0.3333,0.0,0.6667,0.0
hle_1380,opencode,HLE,2,RR|RR,RR,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hle_1381,opencode,HLE,2,UN|UN,UN,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hle_1382,opencode,HLE,2,UN|UN,UN,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hle_1383,opencode,HLE,2,PD|PD,PD,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hle_1384,opencode,HLE,1,RR,RR,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hle_1385,opencode,HLE,2,RR|RR,RR,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hle_1386,opencode,HLE,2,UN|UN,UN,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hle_1388,opencode,HLE,2,UN|UN,UN,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hle_1389,opencode,HLE,2,reason|reason,reason,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hle_1390,opencode,HLE,2,RR|RR,RR,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hle_1391,opencode,HLE,2,RR|RR,RR,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hle_1392,opencode,HLE,3,PD|IC|PD,PD,0.6667,0.6365,0.0,0.6667,0.3333,0.0,0.0,0.0
hle_1393,opencode,HLE,2,UN|UN,UN,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hle_1394,opencode,HLE,1,RR,RR,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hle_1395,opencode,HLE,2,UN|UN,UN,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hle_1396,opencode,HLE,2,UN|UN,UN,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hle_1397,opencode,HLE,2,RR|RR,RR,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hle_1399,opencode,HLE,4,PD|reason|IC|RR,PD,0.25,1.3863,0.0,0.25,0.25,0.0,0.25,0.25
hle_14,opencode,HLE,2,IC|IC,IC,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hle_1401,opencode,HLE,2,RR|RR,RR,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hle_1407,opencode,HLE,1,UN,UN,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hle_141,opencode,HLE,2,IC|IC,IC,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hle_1415,opencode,HLE,2,RR|RR,RR,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hle_1419,opencode,HLE,2,PD|PD,PD,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hle_142,opencode,HLE,2,reason|reason,reason,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hle_1420,opencode,HLE,2,RR|RR,RR,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hle_1423,opencode,HLE,1,RR,RR,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hle_1424,opencode,HLE,2,UN|UN,UN,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hle_1433,opencode,HLE,5,reason|reason|reason|IC|IC,reason,0.6,0.673,0.0,0.0,0.4,0.0,0.0,0.6
hle_1436,opencode,HLE,1,IC,IC,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hle_144,opencode,HLE,1,PD,PD,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hle_1444,opencode,HLE,2,RR|RR,RR,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hle_1446,opencode,HLE,2,reason|reason,reason,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hle_145,opencode,HLE,5,UN|reason|reason|RR|RR,reason,0.4,1.0549,0.0,0.0,0.0,0.2,0.4,0.4
hle_1450,opencode,HLE,1,RR,RR,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hle_1452,opencode,HLE,2,RR|RR,RR,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hle_1454,opencode,HLE,2,IC|IC,IC,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hle_1457,opencode,HLE,2,RR|RR,RR,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hle_1458,opencode,HLE,2,UN|UN,UN,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hle_1459,opencode,HLE,31,UN|UN|reason|UN|reason|UN|UN|UN|reason|reason|reason|reason|UN|UN|reason|UN|UN|reason|UN|reason|reason|reason|UN|reason|reason|reason|reason|reason|reason|UN|UN,reason,0.5484,0.6885,0.0,0.0,0.0,0.4516,0.0,0.5484
hle_1460,opencode,HLE,2,RR|RR,RR,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hle_1462,opencode,HLE,2,UN|UN,UN,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hle_1463,opencode,HLE,2,IC|IC,IC,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hle_1467,opencode,HLE,1,RR,RR,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hle_1476,opencode,HLE,2,reason|reason,reason,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hle_1481,opencode,HLE,50,reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason,reason,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hle_1487,opencode,HLE,2,UN|UN,UN,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hle_1488,opencode,HLE,1,PD,PD,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hle_1489,opencode,HLE,2,IC|IC,IC,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hle_1494,opencode,HLE,2,UN|UN,UN,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hle_1502,opencode,HLE,2,RR|RR,RR,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hle_1504,opencode,HLE,2,RR|RR,RR,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hle_1505,opencode,HLE,2,UN|UN,UN,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hle_1509,opencode,HLE,94,reason|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN|UN,UN,0.9894,0.0589,0.0,0.0,0.0,0.9894,0.0,0.0106
hle_1511,opencode,HLE,2,reason|reason,reason,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hle_1512,opencode,HLE,13,reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason|reason,reason,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hle_1513,opencode,HLE,2,UN|UN,UN,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hle_1517,opencode,HLE,2,IC|IC,IC,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hle_1518,opencode,HLE,2,RR|RR,RR,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hle_1519,opencode,HLE,2,RR|RR,RR,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hle_1520,opencode,HLE,1,RR,RR,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hle_1522,opencode,HLE,3,UN|IC|UN,UN,0.6667,0.6365,0.0,0.0,0.3333,0.6667,0.0,0.0
hle_1524,opencode,HLE,2,reason|reason,reason,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hle_1528,opencode,HLE,1,RR,RR,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hle_1530,opencode,HLE,2,UN|UN,UN,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hle_1534,opencode,HLE,2,RR|RR,RR,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hle_1536,opencode,HLE,2,RR|RR,RR,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hle_1545,opencode,HLE,1,RR,RR,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hle_1546,opencode,HLE,2,RR|RR,RR,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hle_1547,opencode,HLE,2,RR|RR,RR,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hle_155,opencode,HLE,1,RR,RR,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hle_1553,opencode,HLE,2,IC|IC,IC,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hle_1563,opencode,HLE,1,RR,RR,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hle_1565,opencode,HLE,2,IC|IC,IC,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hle_1567,opencode,HLE,3,PD|PD|UN,PD,0.6667,0.6365,0.0,0.6667,0.0,0.3333,0.0,0.0
hle_1568,opencode,HLE,2,RR|RR,RR,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hle_1569,opencode,HLE,2,UN|UN,UN,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hle_1572,opencode,HLE,2,UN|UN,UN,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hle_1577,opencode,HLE,2,PD|PD,PD,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hle_158,opencode,HLE,4,RR|RR|IC|RR,RR,0.75,0.5623,0.0,0.0,0.25,0.0,0.75,0.0
hle_1586,opencode,HLE,8,UN|UN|UN|UN|reason|UN|UN|UN,UN,0.875,0.3768,0.0,0.0,0.0,0.875,0.0,0.125
hle_1590,opencode,HLE,1,RR,RR,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hle_1596,opencode,HLE,4,UN|PD|PD|PD,PD,0.75,0.5623,0.0,0.75,0.0,0.25,0.0,0.0
hle_1598,opencode,HLE,2,RR|RR,RR,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hle_16,opencode,HLE,2,RR|RR,RR,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hle_1601,opencode,HLE,2,UN|UN,UN,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hle_1606,opencode,HLE,1,IC,IC,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hle_1613,opencode,HLE,4,RR|reason|IC|RR,RR,0.5,1.0397,0.0,0.0,0.25,0.0,0.5,0.25
hle_1630,opencode,HLE,2,RR|RR,RR,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hle_1651,opencode,HLE,2,UN|UN,UN,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hle_1666,opencode,HLE,2,reason|reason,reason,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hle_167,opencode,HLE,2,UN|UN,UN,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hle_1672,opencode,HLE,1,reason,reason,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
hle_1676,opencode,HLE,2,UN|UN,UN,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hle_1679,opencode,HLE,1,RR,RR,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hle_1680,opencode,HLE,3,RR|RR|RR,RR,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
hle_1682,opencode,HLE,2,UN|UN,UN,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hle_1683,opencode,HLE,3,reason|IC|IC,IC,0.6667,0.6365,0.0,0.0,0.6667,0.0,0.0,0.3333
hle_1685,opencode,HLE,4,PD|RR|reason|RR,RR,0.5,1.0397,0.0,0.25,0.0,0.0,0.5,0.25
hle_1686,opencode,HLE,2,IC|IC,IC,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
hle_169,opencode,HLE,1,UN,UN,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
hle_1690,opencode,HLE,3,PD|reason|PD,PD,0.6667,0.6365,0.0,0.6667,0.0,0.0,0.0,0.3333
hle_1694,opencode,HLE,5,reason|UN|RR|RR|RR,RR,0.6,0.9503,0.0,0.0,0.0,0.2,0.6,0.2
